Phyhipl-544326,Gpm6b-544520,Rap1gds1-654924,Gabarapl1-654925,Ugt8a-655116,Oxct1-655499,Atp6v1e1-655501,Uqcrc2-655502,Serinc1-67752306,Matr3-67752309,BC005624-67936203,Eef2-67936204,Itm2c-67936207,Pcbp4-67936208,Ache-70301082,Nrxn1-70301083,Tmem132a-70436749,Heatr5b-70560265,Ank1-70560276,Tuba4a-70616005,Prkar1b-70616006,Lrrc49-70634108,Fbxo21-70634119,Pnpo-70743879,Tmem66-70743884,Dlat-70743896,Atp11b-70744324,Osbpl6-70744325,Ivns1abp-70813898,Tppp3-70813926,Ckb-70927826,Stx12-70928169,Dbn1-70928198,Car4-70928238,Gap43-70928270,Pea15a-70928292,Rtn1-70928293,Endod1-71015195,Pdia3-71015817,Stmn1-71016595,Fstl1-71016596,Setd7-71016630,Synj2-71064267,Gria3-71247616,Grm4-71247631,Ube2ql1-71249083,Ahsa2-71358552,Rasgef1b-71358553,Lgi1-71670484,Hapln4-71717078,Mest-71717082,Fam190a-71717144,Olfm2-71717155,Dnajb1-71836748,Tmx2-71836805,Acsl6-71836810,BC018242-71836832,Trp53bp1-71836834,Ppp2ca-71836836,Atp1a1-71836844,Maged2-71836892,Ehd3-71836903,Vgf-71924165,Uqcrfs1-71924399,Erp29-72007751,Sulf2-72007935,Gas6-72008122,Coro2b-72077454,Schip1-72077455,Nap1l5-72080123,Appl2-72080165,Trnp1-72080175,Slc9a1-72080207,Gsn-72081395,Scarb2-72081482,Gnao1-72081553,Car2-72103831,Nell2-72103854,Cux2-72128748,Hs6st2-72129255,Chd5-72283806,Amph-72340233,Gfra2-72472805,Gnai1-72472806,TC1410973-73512191,LOC434631-73512348,Aldoc-73512352,Tmsb10-73521810,Pcdh17-73636095,Agpat4-73718048,Scg3-73718057,Pnkd-73769326,Sparc-73788443,Ube2k-73817935,Rufy3-73817983,Ssx2ip-73817985,Syn2-73929870,Serpine2-74047768,D16H22S680E-74047888,Cd34-74047898,Hspa12a-74047899,Glul-74047918,Podxl2-74047921,Cryab-74357575,Soat2-74425515,Atat1-74425517,Dynlt3-74425518,Ilf3-74425549,Daam2-74511880,Sorl1-74511924,Tmem145-74511987,LOC434002-74581371,Hsbp1-74581381,Pltp-74581394,Sh3gl2-74581397,Eid1-74583118,Sirpa-74583151,Dnm3-74641219,Atp6v1a-74641315,Micu1-74658238,Exoc4-74658239,Psmd11-74743282,Ptpn5-74743293,Tom1l2-74749970,Ptdss1-74800904,Ndufs2-74818622,Hdlbp-74819232,Scd2-74819250,Atp1b2-74819255,Arl2-74819344,Tubb2a-74819689,Atp1a3-74881263,Actb-74881516,Ppp2r2c-74882698,Scd3-74882915,Slitrk1-74882937,Usp22-74957911,Vdac1-74957912,8030498B09Rik-74958606,Ccni-74988529,Eif1ax-74988539,Tcea2-74988737,Ubtf-74988738,5730409E04Rik-74988752,Lonrf2-74988755,A230097P14Rik*-75042236,A530057D15Rik*-75042238,Nrxn3-75042240,Qdpr-75042261,Acsl3-75042266,Tceb3-75043141,Slc38a1-75043149,Prkacb-75043158,Bnip3-75077193,Dpp6-75077203,9530085C10Rik*-75080269,Tspan2-75144618,Pip4k2a-75146004,Mpnd-75146005,Haghl-75259440,Grik5-75551459,Gria2-75551462,Vat1l-75650860,Scg5-75773511,Npc2-75774115,Rpn1-75774675,Dync1li1-75774684,Cyp51-75934914,Capns1-75934915,Ank-75934916,Serinc5-77278973,E330014M11Rik*-77280559,Fbxo44-77340498,Osbpl9-77371759,Ndufv2-77371763,Cnp-77371841,Arf1-77414125,Pea15a-77414654,Gaa-77869861,Inpp5j-77869865,Psg16-77887858,Csdc2-77887884,Cnp-79488913,Apoe-79490110,Pfkp-79490112,Clu-79490114,Aldoc-79556636,Pvr-79556654,Uchl1-79556674,Mtmr7-79567753,Limk1-79908802,Park7-112194293,Eno2-112197625
0.0984772,0.04496923,0.122478135,0.14954472,0.044018004,0.085770115,0.11986639,0.103003114,0.1736952,0.15268964,0.1266133,0.14581895,0.14802986,0.114172965,0.11742894,0.10258495,0.08660897,0.15637074,0.055623714,0.09167557,0.17798057,0.08909478,0.10097225,0.05657051,0.11180594,0.040746737,0.052199923,0.049643595,0.0707863,0.085738674,0.13929395,0.087752104,0.07126716,0.04797544,0.1394471,0.059841633,0.15909569,0.07797502,0.11896589,0.051099923,0.0500813,0.04938985,0.06575653,0.07997725,0.065414086,0.07222267,0.05999943,0.04209851,0.08893638,0.0667486,0.041620202,0.07256251,0.10513175,0.06576503,0.13246313,0.11354183,0.07888246,0.086014755,0.07004324,0.12427032,0.084818184,0.04321637,0.13349782,0.07983472,0.083533764,0.0680654,0.07316608,0.026771042,0.042412445,0.14162236,0.035708196,0.05053576,0.059917208,0.06531833,0.09039903,0.1438775,0.10158639,0.03255154,0.045067463,0.084295,0.10375273,0.0833932,0.05392168,0.06467869,0.0946567,0.09632363,0.05761561,0.15056665,0.06102316,0.0664779,0.09215819,0.10775576,0.078775756,0.06785118,0.14521928,0.049557615,0.100060634,0.04529236,0.05981899,0.029973678,0.04760848,0.12546365,0.13964501,0.07480748,0.069558725,0.052864835,0.058995485,0.091766156,0.06393419,0.10232376,0.036169995,0.15640138,0.11498252,0.053384736,0.094831154,0.112117805,0.10419542,0.10307232,0.085366204,0.05327751,0.05727437,0.08279454,0.07925006,0.080017686,0.063950785,0.11236852,0.09549479,0.11897167,0.08728981,0.057121694,0.17421867,0.13496308,0.18151219,0.088695355,0.13125935,0.066815116,0.082666755,0.12413696,0.18014528,0.055872813,0.049579863,0.07761414,0.10110651,0.054812696,0.08211983,0.064782955,0.04771548,0.06409396,0.105073616,0.10871348,0.04500183,0.06581403,0.06742142,0.11356734,0.1547447,0.1598575,0.07905639,0.066139095,0.044638928,0.094181925,0.06851585,0.12033819,0.07051128,0.1754071,0.042808067,0.08694373,0.07161606,0.09968143,0.11102901,0.09277623,0.03837115,0.06186077,0.05753516,0.05542336,0.15278763,0.10833792,0.07861485,0.06553118,0.14161114,0.036259834,0.10539879,0.039742615,0.13585329,0.09483915,0.12628953,0.1261646,0.10855735,0.15628007,0.17270428,0.043260004,0.07274536,0.09307646,0.15216962
0.0739969,0.044680763,0.10590233,0.14985465,0.039990146,0.06639521,0.12043393,0.1112813,0.1792668,0.15377574,0.093417384,0.13524254,0.1341331,0.09848656,0.099911295,0.0942593,0.089671575,0.15120773,0.047863286,0.08686323,0.17891105,0.07973296,0.10358619,0.049591936,0.0907854,0.036345042,0.047066197,0.04095958,0.05545819,0.099393755,0.14651968,0.09382017,0.06529643,0.05186444,0.12968096,0.045848552,0.15932879,0.084264755,0.12138892,0.0416612,0.03850464,0.04474021,0.046381775,0.085701644,0.064031735,0.06305638,0.055027682,0.038695354,0.10774513,0.059276573,0.032273818,0.060002882,0.110294506,0.06468673,0.13569903,0.11158127,0.091614425,0.072514795,0.1094198,0.11475318,0.08373397,0.039961465,0.10952175,0.084293574,0.084385335,0.07645201,0.08269431,0.028927509,0.03421966,0.13483483,0.03286452,0.057108246,0.06358147,0.06876816,0.08638721,0.12946944,0.10109144,0.03181227,0.03060653,0.08834602,0.086426474,0.07036423,0.06301619,0.06491927,0.086197786,0.09175677,0.059376676,0.14777094,0.08349385,0.05977785,0.06451574,0.09924711,0.07248408,0.05833647,0.13095999,0.050229818,0.10855551,0.038842913,0.06637,0.042554878,0.045402214,0.13009118,0.11785608,0.07702727,0.074094035,0.056337796,0.058149446,0.09974853,0.061453648,0.09905941,0.043092303,0.1514299,0.12291972,0.06287543,0.10247112,0.09545919,0.09219813,0.08024475,0.08602723,0.039188012,0.05484199,0.07859838,0.07061149,0.09098431,0.057406854,0.11975191,0.08257185,0.10361251,0.09533985,0.062225886,0.18189055,0.12333794,0.1759534,0.08984527,0.12540504,0.06437055,0.07408941,0.11395849,0.1877919,0.06840056,0.050825797,0.05365597,0.08697341,0.05086524,0.073272064,0.054661352,0.042314153,0.057203196,0.106907696,0.10257603,0.050179597,0.058607228,0.06637153,0.11300755,0.16232905,0.1605613,0.07666383,0.06060168,0.04019771,0.09673243,0.06624997,0.11948606,0.06332347,0.1633343,0.038409084,0.08025362,0.07471521,0.087138325,0.11699113,0.0953002,0.03771096,0.063424125,0.048559863,0.050972763,0.13559027,0.125233,0.07543257,0.06649296,0.13592722,0.027122432,0.10242747,0.039035182,0.11864846,0.093890145,0.11716816,0.118795075,0.110334285,0.15006448,0.15536806,0.046112522,0.066425286,0.091601215,0.14482582
0.089834265,0.048462503,0.10701433,0.15734425,0.035889924,0.0582996,0.124398954,0.098920666,0.18454863,0.13268028,0.12009473,0.1375655,0.134265,0.10839059,0.115775734,0.08461873,0.08310681,0.14538258,0.06408647,0.06765699,0.1668446,0.08482255,0.10066984,0.036939573,0.07678184,0.045467425,0.04295309,0.051229186,0.04435375,0.094148785,0.13745905,0.08936433,0.075463414,0.047068905,0.11515229,0.050223045,0.16347165,0.087561786,0.10536336,0.047509424,0.038365766,0.03643143,0.04984251,0.07769496,0.062445592,0.051560175,0.057796277,0.0200203,0.0905668,0.054760303,0.027699992,0.060157664,0.10304279,0.07370159,0.13025671,0.10128894,0.09025498,0.064705685,0.10124044,0.11156267,0.08252809,0.02816815,0.11677469,0.061253395,0.092340186,0.07496125,0.08451209,0.039669152,0.027930642,0.13141543,0.035739347,0.047336116,0.069093555,0.06302854,0.086110175,0.12679318,0.10733175,0.028448835,0.02194752,0.08454773,0.080717556,0.06879875,0.07569037,0.055501144,0.07904506,0.08247141,0.056973305,0.15215372,0.07485541,0.06105966,0.06321496,0.08920961,0.06291558,0.06487842,0.1264933,0.03715098,0.10078529,0.036935803,0.06669098,0.03507233,0.05250856,0.121157825,0.1104594,0.079277255,0.07662126,0.0479504,0.055405077,0.09057025,0.052830834,0.106400914,0.039791014,0.15303254,0.11406088,0.048247553,0.104934156,0.080502205,0.075248845,0.061645135,0.0815096,0.038877666,0.041262224,0.08011512,0.07434544,0.07894328,0.056482445,0.12406917,0.08029037,0.12290559,0.101729184,0.037019346,0.17698307,0.116727635,0.16027935,0.08449975,0.112539954,0.056937583,0.059482645,0.10880832,0.20464814,0.06251404,0.061945673,0.05088979,0.073827095,0.043506313,0.06254897,0.03496688,0.036178637,0.056817148,0.10808149,0.09813642,0.034771726,0.053048994,0.07297601,0.109061316,0.14494643,0.15059505,0.079841964,0.06096619,0.04962064,0.088899255,0.06340409,0.11354056,0.06107177,0.15469952,0.046116136,0.07507407,0.06887982,0.07485415,0.11209121,0.09672006,0.030249022,0.07412372,0.04032802,0.038883768,0.12322683,0.11059185,0.07905479,0.050085515,0.1265736,0.017362976,0.09208253,0.026533874,0.10696737,0.110014655,0.111746825,0.12103214,0.113735944,0.1613591,0.16469808,0.032854896,0.057715476,0.08851032,0.13760488
0.09883632,0.05366014,0.11772029,0.14597894,0.04713124,0.07517598,0.13299075,0.10934392,0.17806971,0.12897307,0.16268653,0.14498195,0.13538644,0.1289626,0.11169153,0.079820745,0.06641074,0.12433538,0.054688334,0.07633101,0.15244594,0.0927947,0.09651297,0.038560294,0.09223725,0.055132408,0.04476414,0.049962908,0.046578836,0.08448248,0.12338031,0.09936119,0.08298347,0.039006986,0.115587085,0.052808244,0.16440293,0.09149611,0.09853939,0.061514758,0.04846776,0.04167669,0.06268501,0.07430049,0.05840607,0.031805295,0.05369645,0.027452976,0.08485448,0.05588728,0.03675517,0.05869222,0.08920907,0.10498359,0.106637135,0.10684885,0.08356992,0.058261894,0.08823997,0.10061772,0.06836919,0.03451328,0.11538164,0.05187919,0.05420041,0.04281903,0.07243083,0.04726027,0.028117094,0.123091124,0.034275267,0.04766512,0.08441513,0.061531313,0.101478495,0.11713899,0.12041544,0.034163356,0.032248024,0.098756425,0.077013314,0.07336825,0.07264415,0.04405128,0.076783575,0.0778388,0.05213996,0.14220703,0.037185185,0.057129353,0.07668909,0.09635308,0.060123257,0.079039305,0.13079683,0.051873814,0.06919953,0.037328925,0.07058027,0.06251113,0.054388173,0.1207105,0.11594604,0.07884452,0.063499354,0.036105793,0.05828579,0.081252165,0.059842225,0.08467008,0.028298454,0.14359318,0.098148316,0.06619401,0.11961046,0.087925255,0.080877624,0.071652815,0.08128518,0.044984493,0.033726763,0.08837124,0.06970215,0.07665902,0.057496544,0.12701258,0.08562087,0.12804742,0.094561115,0.034983892,0.15959382,0.103078246,0.14880875,0.086981505,0.11844805,0.069936186,0.054666396,0.106959745,0.18597597,0.04831396,0.038964137,0.047055636,0.0746034,0.04454909,0.042604346,0.032918222,0.037973028,0.062477995,0.119425505,0.10795552,0.028719522,0.050878968,0.055862915,0.11699642,0.14644065,0.15517336,0.07790722,0.0715273,0.041647386,0.082561836,0.06062259,0.103303775,0.0486479,0.14223988,0.05101606,0.063863516,0.0513677,0.057095744,0.1050569,0.09615561,0.03690429,0.09771963,0.047182616,0.02813196,0.11900775,0.11063659,0.08503408,0.053563837,0.11147527,0.030729704,0.09201528,0.02465475,0.11812375,0.13862522,0.11873041,0.12484398,0.12411744,0.13948542,0.18058519,0.03776163,0.059114523,0.07758983,0.14098558
0.08097424,0.055377938,0.06587916,0.08611592,0.047325276,0.09364272,0.12596308,0.091498785,0.09939051,0.08446209,0.11140375,0.12596901,0.112266704,0.119623475,0.07056846,0.053025756,0.049347542,0.11235181,0.04201906,0.056500677,0.10922301,0.053447157,0.067725666,0.06913788,0.11633567,0.029928664,0.02729667,0.06891162,0.024194717,0.10726728,0.10972659,0.069204144,0.04467417,0.038029164,0.031463087,0.09429136,0.14150238,0.092644714,0.0930717,0.017856052,0.08777667,0.017521154,0.026951682,0.07013643,0.05093133,0.051911127,0.029460773,0.015578981,0.047522586,0.02966575,0.04157271,0.029950168,0.06789054,0.049370985,0.08085305,0.10674405,0.05214862,0.046773124,0.07047076,0.07017669,0.071083695,0.04823585,0.10523828,0.048459344,0.05191315,0.04397449,0.06733681,0.049404506,0.034094643,0.09252564,0.025898969,0.05367952,0.037386008,0.06519336,0.09146532,0.084964044,0.10764359,0.047897402,0.037826642,0.08318851,0.0488562,0.053953506,0.056942616,0.04558721,0.040932573,0.05004673,0.035409957,0.10718307,0.049829915,0.055752266,0.071921326,0.107341066,0.061350383,0.06313699,0.100469746,0.05288216,0.05979784,0.045896336,0.058386985,0.05600081,0.046992,0.1242948,0.08277248,0.08039518,0.038343213,0.04225842,0.06632554,0.03627105,0.06411075,0.06210179,0.042128086,0.11824152,0.10024685,0.06506367,0.109061755,0.057641752,0.04912537,0.055540808,0.08655388,0.07157289,0.055227842,0.06013424,0.05530337,0.06795056,0.05855192,0.10985702,0.078977525,0.13054535,0.09435447,0.050563652,0.12414799,0.08199205,0.13360393,0.054779705,0.107105866,0.053348083,0.073665656,0.097819835,0.14420603,0.09103701,0.054124203,0.029410467,0.05007087,0.040498614,0.057435144,0.041210454,0.08876953,0.027318792,0.09963949,0.06959662,0.02329839,0.032788794,0.06362763,0.08839719,0.12620504,0.15100482,0.07689218,0.07145029,0.03424513,0.04515652,0.033906315,0.04714685,0.063692935,0.09205363,0.04156314,0.072684005,0.053325437,0.06892762,0.08644468,0.08661009,0.03385865,0.06277891,0.045268662,0.02637569,0.08388027,0.11230074,0.053908672,0.04627354,0.08305189,0.034353457,0.040390614,0.042512164,0.10456049,0.0978526,0.09120495,0.10902746,0.091490276,0.10625551,0.11279074,0.023776995,0.043140765,0.038807973,0.14256325
0.09402947,0.054695725,0.08881089,0.12685993,0.046338484,0.05866205,0.12541151,0.09461152,0.12682413,0.08224827,0.08317537,0.13897581,0.13746858,0.1067623,0.122859694,0.09879271,0.0770025,0.105988346,0.034949627,0.05700158,0.114061676,0.110484965,0.11605088,0.045169078,0.07664603,0.060610626,0.03753475,0.048828274,0.023554336,0.05417114,0.11654378,0.09792846,0.057701923,0.043774053,0.07221022,0.07548666,0.14030868,0.06532649,0.08937702,0.03903844,0.05579934,0.042282905,0.047834918,0.038411368,0.03747231,0.047362044,0.052075468,0.033086535,0.057712886,0.04746331,0.030201094,0.030700166,0.06660087,0.06938213,0.09747718,0.086904444,0.045988422,0.034412872,0.045777664,0.09063548,0.07408098,0.051945124,0.066323064,0.04657195,0.07866911,0.034891073,0.056269623,0.049015846,0.06034056,0.08410633,0.041432697,0.046895336,0.05108938,0.0754812,0.0891756,0.10446379,0.104360044,0.033510603,0.030395009,0.045920983,0.05394358,0.081504636,0.033106096,0.038541246,0.081217796,0.040985983,0.032350805,0.11006557,0.039133463,0.06974751,0.05224723,0.07439148,0.04879927,0.049982164,0.10084636,0.050399896,0.041110143,0.040866364,0.049656834,0.07537735,0.040126465,0.12255252,0.06848416,0.076816134,0.068183385,0.046756066,0.056065645,0.03909575,0.06681628,0.08097037,0.027836507,0.10185484,0.09517873,0.058979046,0.08357804,0.079888135,0.04627523,0.07908597,0.062431976,0.04237567,0.03511795,0.058097083,0.048842337,0.059562445,0.05648951,0.072209276,0.0527676,0.11515296,0.10809,0.053260546,0.15473448,0.0919723,0.14232445,0.057162907,0.11101163,0.062333766,0.057467863,0.071362436,0.17545715,0.04168093,0.035741225,0.037832987,0.052967582,0.025354657,0.025985159,0.03936886,0.057771746,0.026043085,0.10617807,0.08371956,0.028766619,0.04243252,0.05948508,0.09029523,0.10316002,0.11705431,0.07426511,0.0715151,0.0452966,0.05859993,0.04669396,0.08051376,0.049947966,0.11291683,0.039594103,0.06874114,0.04263165,0.054817703,0.12165098,0.09876945,0.033864807,0.06607158,0.0357308,0.021943174,0.07168099,0.10330907,0.06624948,0.036915217,0.07244121,0.020918975,0.07067741,0.030798016,0.10252235,0.10930083,0.085091144,0.11617118,0.08300812,0.14361651,0.1335769,0.033224173,0.045414053,0.08522609,0.14527509
0.09813546,0.067713745,0.112379916,0.14366803,0.044934787,0.06948401,0.14742576,0.10848852,0.12972493,0.10979522,0.0988866,0.14534643,0.1393327,0.133145,0.11836829,0.10083244,0.080547795,0.13522968,0.053203672,0.08412452,0.13677105,0.11416385,0.11978895,0.05100792,0.084188305,0.061130967,0.03705411,0.059018016,0.037476953,0.06310041,0.12627858,0.10649393,0.0698073,0.049317844,0.09718809,0.0768616,0.16323954,0.088845745,0.09834836,0.040733222,0.060173184,0.05492074,0.047749337,0.053460512,0.04868291,0.047840733,0.058391605,0.047331724,0.054139514,0.07054615,0.04275847,0.041518535,0.08015723,0.09465726,0.09877236,0.101892754,0.060947873,0.054113753,0.07404306,0.09477201,0.0802693,0.065406114,0.08648404,0.06492026,0.07744998,0.038398437,0.06735694,0.05485137,0.0511158,0.11771265,0.040091865,0.052179515,0.06181684,0.0694929,0.08687447,0.11525078,0.114191115,0.044387165,0.035284285,0.05341959,0.06632623,0.096542984,0.028781842,0.04775078,0.08277261,0.06835313,0.047208082,0.12430912,0.034959424,0.0725672,0.06987859,0.0868024,0.0526889,0.07199996,0.1255651,0.04720525,0.048150104,0.057481825,0.06699271,0.0810572,0.05396228,0.1220433,0.09548504,0.06562279,0.03959865,0.038623024,0.06269282,0.055868383,0.07443815,0.0981425,0.033833336,0.107451625,0.12331259,0.04767746,0.106820986,0.116949074,0.061726574,0.08706489,0.07970615,0.048476104,0.044103507,0.083769575,0.05536543,0.075360514,0.055541355,0.086452894,0.07865658,0.12443396,0.11163013,0.06358694,0.14949255,0.08758298,0.15852635,0.07256802,0.122405626,0.07308714,0.070230044,0.08791038,0.18255197,0.057493117,0.04910309,0.04797869,0.06580914,0.03161272,0.049591947,0.04633666,0.06396888,0.029594393,0.11304194,0.0891819,0.036380537,0.045866042,0.056078617,0.09767968,0.10644848,0.1342224,0.07611922,0.07076777,0.04254272,0.08329735,0.0574773,0.102728054,0.06917224,0.12196351,0.037710242,0.07026948,0.049562626,0.07596371,0.12088173,0.11451428,0.03718433,0.07648151,0.043870524,0.03204493,0.07874506,0.108521365,0.08124351,0.04017517,0.10384919,0.031249512,0.08853748,0.03298996,0.10740653,0.14336921,0.1168888,0.12122499,0.08930295,0.12967381,0.15062405,0.044254545,0.053835876,0.08980631,0.15977283
0.10193534,0.0701757,0.12843949,0.14738113,0.04527806,0.092779435,0.13640112,0.093737036,0.13285208,0.12190779,0.11578871,0.15206876,0.13311209,0.10898978,0.123813376,0.10947889,0.09443793,0.14632586,0.04916595,0.09969055,0.14724733,0.10530959,0.12267386,0.047964875,0.10428614,0.045912135,0.03974217,0.048809342,0.060788523,0.07116524,0.1387382,0.105427116,0.0696041,0.059156038,0.11660017,0.055984613,0.1624244,0.084130965,0.1037378,0.05972606,0.057517905,0.049805265,0.052709978,0.06699717,0.05686349,0.040902603,0.06672087,0.06296775,0.058831204,0.079497635,0.05117256,0.05154174,0.09769383,0.1084597,0.12850992,0.10898753,0.083721034,0.07062877,0.10029922,0.10406652,0.08212972,0.061352585,0.12046677,0.06098133,0.098087855,0.052670844,0.07358202,0.059258137,0.046184734,0.14705287,0.04023423,0.04249505,0.05308502,0.07215103,0.09714219,0.13400659,0.11451418,0.05917081,0.04734709,0.050814748,0.0814016,0.08463793,0.041075934,0.06934604,0.08413507,0.080885366,0.0685655,0.14121044,0.0557755,0.066717066,0.078982554,0.0883112,0.07112358,0.0892128,0.13907588,0.044259027,0.076621786,0.06128,0.04902669,0.070290096,0.05621356,0.12965956,0.10317649,0.07933404,0.04135839,0.037555568,0.07037366,0.06572254,0.0778652,0.10481034,0.04246645,0.12487371,0.14970863,0.056542773,0.1259739,0.13756554,0.08527929,0.090840645,0.09279431,0.060523193,0.052711945,0.09568745,0.07256437,0.08090355,0.058726016,0.101647004,0.09347661,0.123292126,0.112767294,0.065404795,0.16747378,0.11602819,0.17165892,0.08609338,0.12701978,0.078786895,0.083121054,0.109204866,0.20036282,0.07280961,0.044581622,0.055567604,0.10242066,0.04843739,0.07187577,0.05102001,0.058997463,0.042899728,0.11822061,0.12749551,0.041302186,0.054489337,0.067734055,0.11042619,0.15761244,0.15946852,0.073418655,0.07185391,0.03866711,0.079315245,0.07532856,0.1333368,0.08417356,0.14084846,0.043660026,0.07973886,0.061984964,0.08606847,0.1263231,0.11691431,0.04092182,0.07893113,0.048032224,0.04175572,0.09977757,0.10944184,0.08545441,0.036265727,0.11090911,0.031135418,0.122944325,0.044811603,0.11962049,0.11417072,0.12529825,0.11907666,0.09477854,0.15689848,0.17421752,0.04363901,0.059739996,0.0824062,0.15975684
0.10809253,0.06730387,0.13016288,0.14557163,0.035894163,0.06941917,0.13790382,0.116646916,0.15556078,0.11930281,0.09125206,0.16057487,0.15896977,0.13122323,0.13159393,0.10900229,0.1054252,0.1590524,0.07247481,0.10638579,0.18659543,0.10541454,0.12329292,0.047777332,0.112404004,0.0353621,0.046560835,0.055160776,0.0654397,0.0709607,0.14999707,0.10940272,0.07835191,0.059328247,0.13270678,0.057064533,0.16054797,0.085225895,0.10939558,0.07409587,0.044640128,0.04302708,0.06744831,0.07375893,0.08615159,0.049087547,0.08301619,0.05696315,0.07178512,0.081425585,0.050277572,0.061287075,0.1056074,0.100475684,0.1350897,0.124062955,0.090063564,0.07096505,0.10986362,0.11125043,0.090518735,0.04458948,0.102252774,0.06521877,0.09958061,0.07011898,0.06974605,0.057742346,0.039954424,0.15224344,0.042790066,0.0377341,0.05980045,0.07719223,0.09573119,0.13390626,0.11166932,0.059762377,0.04838493,0.057287373,0.10648815,0.07246419,0.06560733,0.08211151,0.10166874,0.0911879,0.08167728,0.14542417,0.086526595,0.07189683,0.0861492,0.10113683,0.082181185,0.090268075,0.14900467,0.05867656,0.09291718,0.070591085,0.06299541,0.09480058,0.038761016,0.13272345,0.11503602,0.07927956,0.07036211,0.044120915,0.06002187,0.08447113,0.076827526,0.09726397,0.042321,0.14574109,0.15098539,0.05936519,0.12937002,0.133111,0.10662639,0.09532597,0.089011304,0.06386591,0.050628364,0.0904261,0.08280009,0.07726719,0.06833061,0.11829099,0.09427019,0.13318828,0.12249189,0.061087694,0.17999442,0.13579066,0.18195386,0.08712095,0.12431156,0.08021433,0.093214005,0.13499685,0.19739576,0.091291785,0.055116706,0.06157809,0.13345933,0.0527601,0.07835683,0.0533085,0.04852588,0.056214772,0.12483663,0.12845401,0.048194833,0.065352,0.07329208,0.11182819,0.17067665,0.17172751,0.079047345,0.07609018,0.03843103,0.092996225,0.098855264,0.15344729,0.09667192,0.16206533,0.057216883,0.098191336,0.056248114,0.09116513,0.14238714,0.12297774,0.03725682,0.08410861,0.05585161,0.04439621,0.12983088,0.11274895,0.085974015,0.036339547,0.14257146,0.040376693,0.14038046,0.06303428,0.10491731,0.10827385,0.13570237,0.13371542,0.10973919,0.15592517,0.16895318,0.041048314,0.06696615,0.07228919,0.1556257
0.107988924,0.0671784,0.12932937,0.16072392,0.032830168,0.06751919,0.13841593,0.1189557,0.18879023,0.15124902,0.07128721,0.16322538,0.15309885,0.13529484,0.13039982,0.098989345,0.088648304,0.1641377,0.06936359,0.114699736,0.19010983,0.10110944,0.10646972,0.05904505,0.11984102,0.04119976,0.052705858,0.04671701,0.06252602,0.06441543,0.15099354,0.09974734,0.08950561,0.06724423,0.15009478,0.06184876,0.16091065,0.090874396,0.110566214,0.050072514,0.043658946,0.03831493,0.06676285,0.08706829,0.06907131,0.060682584,0.06809376,0.033018142,0.06283223,0.07649239,0.04234648,0.06757128,0.108005784,0.09205834,0.13467239,0.11357303,0.07790752,0.072940394,0.12269204,0.11875268,0.09127526,0.04509952,0.1259533,0.062608525,0.09397124,0.08804484,0.07578565,0.035893712,0.04433151,0.14339995,0.03261797,0.031632304,0.051794857,0.072221115,0.07345205,0.096852705,0.10989156,0.045545503,0.06104356,0.064835116,0.10326988,0.06608155,0.09567521,0.07821997,0.114460945,0.08969323,0.0813437,0.14485921,0.069048256,0.07001528,0.07770688,0.10753848,0.07526041,0.08511658,0.1510369,0.06323675,0.11076511,0.06806057,0.0739882,0.116492786,0.034587104,0.122795954,0.14365892,0.06899074,0.07790219,0.049996827,0.060952492,0.06966797,0.057647716,0.10491759,0.033691123,0.16588399,0.1457484,0.057695124,0.11795159,0.11442084,0.11019606,0.09342118,0.08419429,0.06223881,0.049887612,0.08974169,0.094533145,0.06836394,0.056451745,0.12983984,0.098449424,0.1403341,0.11833155,0.063468695,0.183722,0.13463782,0.17795233,0.07858622,0.11506612,0.07784852,0.09657461,0.13556883,0.21033709,0.098747894,0.059030827,0.07393874,0.112967744,0.0470866,0.07356032,0.05040737,0.04304579,0.056376796,0.10953117,0.12498914,0.038612958,0.074751556,0.08349917,0.10717093,0.17123997,0.15861341,0.083120294,0.06836326,0.038607188,0.10351571,0.08887152,0.14016998,0.09733288,0.18287393,0.041118674,0.10059305,0.06398331,0.0942953,0.1264116,0.11922126,0.040988777,0.07032903,0.052175637,0.047833566,0.13707359,0.10654493,0.083983615,0.050664753,0.13097747,0.036779974,0.10857612,0.045797806,0.10632816,0.113420814,0.115492366,0.12694597,0.115393616,0.17989062,0.15501532,0.04749007,0.07270913,0.08787944,0.16093484
