cluster_4,cluster_6,cluster_8,cluster_13,X,Y,Z,Gas6-72008122
1,1,1,1,55,28,28,0.047536533
3,3,6,6,60,28,28,0.1336085
3,3,2,2,61,28,28,0.14986932
3,3,6,6,62,28,28,0.12008355
3,4,3,3,63,28,28,0.097918235
1,1,1,1,54,29,28,0.04852307
1,1,1,1,55,29,28,0.049107935
1,5,4,10,57,29,28,0.05728959
3,4,7,3,61,29,28,0.09144182
3,4,3,3,62,29,28,0.09789357
3,4,3,11,63,29,28,0.10188497
3,3,3,11,64,29,28,0.10579811
1,1,1,12,54,30,28,0.035317626
1,1,1,1,55,30,28,0.052818127
1,1,1,1,57,30,28,0.047997676
0,0,7,0,63,30,28,0.083114244
0,4,7,7,64,30,28,0.08657652
1,1,1,12,54,31,28,0.040151127
1,5,4,10,55,31,28,0.058085423
1,5,4,10,54,32,28,0.060066316
0,5,4,4,55,32,28,0.06541377
0,5,0,8,54,33,28,0.07082073
0,5,4,4,55,33,28,0.06517085
0,5,4,4,56,33,28,0.06687647
1,5,4,10,58,33,28,0.06046445
0,0,7,7,53,34,28,0.0847478
0,0,0,0,54,34,28,0.076831505
0,0,0,8,55,34,28,0.074610844
0,5,4,4,59,34,28,0.066275135
0,0,0,8,54,35,28,0.074139506
0,0,7,0,55,35,28,0.08165793
3,4,7,3,56,35,28,0.091336474
3,4,3,3,57,35,28,0.09793786
0,0,0,0,58,35,28,0.07956507
1,5,4,4,54,36,28,0.06306576
3,4,7,7,57,36,28,0.08974036
1,5,4,10,56,26,29,0.05816321
2,2,5,5,60,26,29,0.2208743
1,1,1,1,55,27,29,0.051971734
3,4,3,11,57,27,29,0.102098
3,3,6,6,58,27,29,0.12066477
2,3,2,2,59,27,29,0.16297533
2,2,2,2,60,27,29,0.18843421
2,2,2,2,61,27,29,0.18409294
3,3,6,6,62,27,29,0.11596519
0,5,4,4,54,28,29,0.06548097
1,5,4,10,55,28,29,0.06067593
3,3,6,6,60,28,29,0.119441785
3,3,6,6,61,28,29,0.13451488
3,3,6,6,62,28,29,0.11382252
3,4,3,11,63,28,29,0.10097638
3,4,3,3,64,28,29,0.09831232
1,1,1,1,54,29,29,0.048643503
0,5,4,4,55,29,29,0.0676436
1,5,4,10,57,29,29,0.059504826
3,4,7,7,61,29,29,0.08750277
3,4,3,3,62,29,29,0.0941602
3,4,3,3,63,29,29,0.098840356
3,3,3,11,64,29,29,0.106217824
1,1,1,12,54,30,29,0.03870694
0,5,4,4,55,30,29,0.06525735
1,1,4,10,57,30,29,0.055439264
1,1,1,12,59,30,29,0.04207788
0,0,7,0,63,30,29,0.08320911
3,4,7,7,64,30,29,0.088823296
1,1,1,12,54,31,29,0.040423207
1,1,1,1,55,31,29,0.053421278
1,1,1,1,60,31,29,0.052288994
1,5,4,10,54,32,29,0.05599351
0,5,4,4,55,32,29,0.06479808
0,5,4,4,56,32,29,0.06582838
0,5,0,4,54,33,29,0.06957119
0,5,4,4,55,33,29,0.06762452
0,5,0,8,56,33,29,0.071369596
0,5,0,4,58,33,29,0.06937802
0,0,7,0,53,34,29,0.08115682
0,0,0,8,54,34,29,0.07462356
0,0,0,8,55,34,29,0.073155805
0,0,0,0,58,34,29,0.07669205
0,0,0,8,59,34,29,0.075275
0,5,4,4,54,35,29,0.067329735
0,0,0,0,55,35,29,0.077455744
3,4,7,7,56,35,29,0.090118304
3,4,3,3,57,35,29,0.09833229
0,0,7,7,58,35,29,0.0844086
3,3,6,6,60,26,30,0.12896717
1,5,4,10,55,27,30,0.05740764
0,0,0,8,56,27,30,0.074439205
3,4,3,3,57,27,30,0.09709416
3,4,3,11,58,27,30,0.103433065
3,3,6,6,59,27,30,0.11390488
3,3,6,6,61,27,30,0.1126464
0,0,0,8,62,27,30,0.07619882
1,5,4,10,54,28,30,0.061310608
1,5,4,10,55,28,30,0.058927674
0,0,0,8,56,28,30,0.07261145
0,0,0,8,57,28,30,0.07540765
0,0,7,7,58,28,30,0.08591918
3,4,3,3,59,28,30,0.096280925
3,4,3,3,60,28,30,0.0980961
3,4,3,11,61,28,30,0.10321275
3,4,7,3,62,28,30,0.09171463
3,4,3,3,63,28,30,0.094246775
3,4,3,3,64,28,30,0.099419326
1,1,1,1,54,29,30,0.04387515
1,5,4,10,55,29,30,0.05947472
1,1,1,1,56,29,30,0.052141964
1,5,4,10,57,29,30,0.057663277
0,5,4,4,58,29,30,0.066813044
0,5,4,4,59,29,30,0.0679681
0,5,0,8,60,29,30,0.07088658
0,0,7,0,61,29,30,0.08328661
0,0,7,0,62,29,30,0.08277978
0,0,7,7,63,29,30,0.085255325
3,4,3,11,64,29,30,0.10006593
1,1,1,12,54,30,30,0.036340952
1,5,4,10,55,30,30,0.057568688
1,1,1,12,56,30,30,0.04269973
1,5,4,10,57,30,30,0.055855203
1,5,4,10,58,30,30,0.058181554
1,1,1,1,59,30,30,0.052853715
1,5,4,10,60,30,30,0.06282904
0,5,0,4,61,30,30,0.06888596
0,0,0,8,62,30,30,0.07477361
0,0,0,0,63,30,30,0.0792001
3,4,7,3,64,30,30,0.091731645
1,1,1,12,54,31,30,0.040473476
1,1,1,1,55,31,30,0.052751776
1,1,1,1,56,31,30,0.05015454
1,5,4,4,57,31,30,0.06359649
1,5,4,4,58,31,30,0.06324378
1,5,4,10,59,31,30,0.059028924
0,0,0,8,60,31,30,0.07247753
0,5,0,4,62,31,30,0.06983925
0,0,0,8,63,31,30,0.076123446
1,5,4,10,54,32,30,0.056491736
0,5,4,4,55,32,30,0.06742766
1,5,4,10,56,32,30,0.06035588
0,5,4,4,57,32,30,0.066509396
0,5,4,4,58,32,30,0.06637402
0,0,0,0,60,32,30,0.07856872
0,0,0,8,62,32,30,0.07248599
0,0,0,0,53,33,30,0.07926504
0,5,0,8,54,33,30,0.06987949
0,5,4,4,55,33,30,0.068081915
0,5,4,4,56,33,30,0.06651967
0,0,0,8,57,33,30,0.07410107
0,0,0,8,58,33,30,0.07282787
0,0,7,7,59,33,30,0.08538716
0,0,7,7,60,33,30,0.085719235
0,0,0,8,53,34,30,0.073760435
0,0,0,8,54,34,30,0.0726443
0,5,0,8,55,34,30,0.07015688
0,5,0,8,56,34,30,0.071979605
0,0,0,0,57,34,30,0.08020962
0,0,0,8,58,34,30,0.073128775
0,0,7,7,59,34,30,0.08599868
0,5,0,4,54,35,30,0.06923445
0,0,0,8,55,35,30,0.07389129
0,0,0,0,56,35,30,0.07812783
3,4,7,7,57,35,30,0.08910785
0,0,0,0,58,35,30,0.077027895
0,0,0,0,55,36,30,0.07929518
3,3,3,11,60,26,31,0.10524859
0,5,0,8,54,27,31,0.07067729
3,3,6,11,57,27,31,0.109828286
3,3,6,11,58,27,31,0.10765806
3,3,3,11,59,27,31,0.106840566
3,3,3,11,60,27,31,0.106815375
3,4,3,3,61,27,31,0.09309806
1,5,4,4,62,27,31,0.0630502
0,5,0,8,63,27,31,0.07009518
1,1,1,1,54,28,31,0.05149244
1,1,1,1,55,28,31,0.04830863
0,0,7,7,56,28,31,0.086071886
0,0,7,0,57,28,31,0.083547086
0,0,7,0,58,28,31,0.08326481
0,0,7,7,59,28,31,0.086199336
0,0,0,0,60,28,31,0.079801604
0,0,7,0,61,28,31,0.080879554
0,0,0,8,62,28,31,0.07602353
0,0,7,0,63,28,31,0.08101373
3,4,7,7,64,28,31,0.08736922
1,1,1,12,54,29,31,0.038711704
1,1,1,12,55,29,31,0.03477206
1,1,1,1,56,29,31,0.04980804
1,1,4,10,57,29,31,0.05534888
1,5,4,10,58,29,31,0.0607388
1,5,4,10,59,29,31,0.062379148
0,5,4,4,60,29,31,0.06788334
0,0,7,0,61,29,31,0.081245065
0,0,7,0,62,29,31,0.08221269
0,0,7,0,63,29,31,0.0822141
3,4,7,7,64,29,31,0.09000952
1,1,1,12,54,30,31,0.034199085
1,1,1,12,55,30,31,0.033775438
1,1,1,12,56,30,31,0.03171274
1,1,1,1,57,30,31,0.05126513
1,1,4,10,58,30,31,0.055019706
1,5,4,10,59,30,31,0.05689217
0,5,4,4,60,30,31,0.06776339
0,0,7,0,61,30,31,0.08140612
0,0,7,7,62,30,31,0.08469362
0,0,7,7,63,30,31,0.08497521
3,4,3,3,64,30,31,0.09331696
1,1,1,12,54,31,31,0.03834896
1,1,1,12,55,31,31,0.041070644
1,1,1,12,56,31,31,0.03854835
1,5,4,4,57,31,31,0.06394118
1,5,4,4,58,31,31,0.063999936
0,5,4,4,59,31,31,0.067413665
0,0,0,0,60,31,31,0.07932205
0,0,0,8,61,31,31,0.076237775
0,0,7,0,62,31,31,0.082151234
0,0,7,7,63,31,31,0.08570486
3,4,3,3,64,31,31,0.09249257
1,1,1,1,54,32,31,0.052953407
1,5,4,10,55,32,31,0.06077669
1,1,4,10,56,32,31,0.054403447
0,5,0,4,57,32,31,0.0691008
0,5,0,8,58,32,31,0.07026032
0,0,0,8,59,32,31,0.07648986
0,0,0,0,60,32,31,0.07951656
0,5,0,8,61,32,31,0.07016675
0,0,7,7,62,32,31,0.085242845
0,0,7,7,63,32,31,0.08559756
3,4,7,7,64,32,31,0.08818094
0,0,0,8,53,33,31,0.0743999
0,5,4,4,54,33,31,0.06495664
0,5,4,4,55,33,31,0.06707406
1,5,4,4,56,33,31,0.06395583
0,0,0,8,57,33,31,0.07293767
0,0,0,8,58,33,31,0.073744446
0,0,0,0,59,33,31,0.07880133
0,0,7,0,60,33,31,0.0804041
3,4,7,3,62,33,31,0.09183739
0,5,0,4,53,34,31,0.06982603
0,5,0,4,54,34,31,0.069551855
0,5,4,4,55,34,31,0.06798258
0,5,4,4,56,34,31,0.06539151
0,0,0,8,57,34,31,0.07299753
0,5,0,4,58,34,31,0.068816535
0,0,0,0,59,34,31,0.07660396
3,4,7,7,60,34,31,0.089739524
0,0,7,7,61,34,31,0.084683396
3,4,7,7,62,34,31,0.09052079
0,5,0,8,54,35,31,0.07126913
0,5,0,4,55,35,31,0.06888239
0,5,4,4,56,35,31,0.067453794
0,0,0,0,57,35,31,0.08021675
0,5,0,4,58,35,31,0.06955038
0,0,7,0,59,35,31,0.08312769
3,4,3,11,60,35,31,0.100946195
1,5,4,10,54,36,31,0.057167675
0,5,0,8,55,36,31,0.07171018
3,4,3,3,57,36,31,0.09225862
0,0,7,7,58,36,31,0.08386589
3,3,6,6,57,27,32,0.117486455
3,3,6,11,58,27,32,0.109082066
3,4,3,3,59,27,32,0.096272446
3,4,3,3,60,27,32,0.09446413
3,4,7,7,61,27,32,0.08918581
1,5,4,10,62,27,32,0.06259618
0,5,4,4,63,27,32,0.06598665
0,0,0,8,64,27,32,0.07586976
1,1,1,1,54,28,32,0.045873754
3,4,3,3,57,28,32,0.09938148
3,4,7,7,58,28,32,0.08790323
0,0,0,0,59,28,32,0.07983559
0,5,0,8,60,28,32,0.07058642
0,0,0,0,61,28,32,0.0803081
0,5,0,8,62,28,32,0.07236461
0,0,0,0,63,28,32,0.07769658
0,0,0,0,64,28,32,0.07754992
1,1,1,12,54,29,32,0.038001116
1,1,1,12,55,29,32,0.03356155
0,5,4,4,56,29,32,0.06474947
0,5,4,4,57,29,32,0.06714149
1,5,4,4,58,29,32,0.06326018
0,5,4,4,59,29,32,0.065087855
0,5,0,8,60,29,32,0.072187245
3,4,7,7,61,29,32,0.08936786
0,0,7,7,62,29,32,0.085131265
0,0,7,0,63,29,32,0.083561964
0,0,7,0,64,29,32,0.080586605
1,1,1,12,54,30,32,0.03747346
1,1,1,12,55,30,32,0.02690128
1,1,1,12,56,30,32,0.036858436
1,5,4,10,57,30,32,0.059667293
0,5,4,4,58,30,32,0.06648474
0,0,0,8,59,30,32,0.072917
0,0,7,7,60,30,32,0.084459506
3,4,3,3,61,30,32,0.0936431
3,4,7,7,62,30,32,0.08830321
0,0,7,7,63,30,32,0.085404046
3,4,7,7,64,30,32,0.08675117
1,1,1,12,54,31,32,0.04167404
1,1,1,12,55,31,32,0.036488395
1,1,1,12,56,31,32,0.04135332
0,0,0,8,57,31,32,0.07434103
0,0,7,7,58,31,32,0.08476482
3,4,7,7,59,31,32,0.08823941
3,4,3,3,60,31,32,0.098663814
3,4,7,7,61,31,32,0.089110784
3,4,7,7,62,31,32,0.087117426
0,0,7,7,63,31,32,0.08478103
3,4,7,7,64,31,32,0.09026144
1,1,1,1,54,32,32,0.0502973
1,5,4,10,55,32,32,0.060916077
1,5,4,10,56,32,32,0.0600716
0,0,0,0,57,32,32,0.07895458
3,4,7,7,58,32,32,0.0908356
3,4,3,3,59,32,32,0.09374159
3,4,3,3,60,32,32,0.09602968
0,0,7,0,61,32,32,0.08203951
3,4,7,7,62,32,32,0.09066512
0,0,7,7,63,32,32,0.084412456
3,4,7,7,64,32,32,0.090473086
1,5,4,10,54,33,32,0.059624817
0,0,0,8,55,33,32,0.07416885
0,0,0,8,56,33,32,0.07512523
0,0,7,0,57,33,32,0.0819378
0,0,7,7,58,33,32,0.08588982
3,4,7,7,59,33,32,0.09076789
0,0,7,0,61,33,32,0.08362495
3,4,3,3,62,33,32,0.0976339
3,4,7,7,63,33,32,0.08815336
3,4,3,3,64,33,32,0.0950836
0,5,0,4,53,34,32,0.06920121
1,5,4,10,54,34,32,0.06022549
0,5,4,4,55,34,32,0.06584996
0,5,0,8,56,34,32,0.0707737
0,0,7,0,57,34,32,0.08119858
0,0,0,8,58,34,32,0.076087706
0,0,7,0,59,34,32,0.08272601
3,4,3,3,61,34,32,0.093964666
3,4,3,11,62,34,32,0.10279506
0,0,0,8,53,35,32,0.072901025
1,5,4,10,54,35,32,0.0608393
1,5,4,10,55,35,32,0.061010778
0,0,7,7,57,35,32,0.08550792
0,0,0,8,58,35,32,0.07429634
0,0,7,0,59,35,32,0.08317436
3,4,3,3,60,35,32,0.097666696
0,0,0,8,55,36,32,0.0745578
3,4,3,3,57,36,32,0.09333441
0,0,7,0,58,36,32,0.08233581
3,4,3,3,59,36,32,0.096156746
0,0,7,7,57,37,32,0.08498244
3,4,7,7,54,25,33,0.0892292
0,0,7,0,54,26,33,0.08340209
0,5,0,8,55,27,33,0.0713443
3,3,6,11,57,27,33,0.11094097
3,4,7,7,60,27,33,0.08751184
0,0,7,0,61,27,33,0.08070908
1,5,4,10,62,27,33,0.060900655
0,5,4,4,63,27,33,0.067134745
0,0,0,8,64,27,33,0.07541805
1,1,1,1,54,28,33,0.051285975
1,1,1,1,55,28,33,0.053561755
3,4,3,11,56,28,33,0.10224603
3,3,6,11,57,28,33,0.107519396
3,4,7,7,58,28,33,0.08761893
0,0,0,0,59,28,33,0.07692166
0,5,0,8,60,28,33,0.07227589
0,0,7,0,61,28,33,0.0806325
0,5,4,4,62,28,33,0.06868584
0,0,0,8,63,28,33,0.07580482
0,5,0,8,64,28,33,0.07145093
0,0,0,0,65,28,33,0.07970954
1,1,1,1,54,29,33,0.0467355
1,1,1,1,55,29,33,0.043807615
0,0,0,0,56,29,33,0.07674117
0,0,7,7,57,29,33,0.084586
0,5,4,4,58,29,33,0.06724481
0,5,0,4,59,29,33,0.06902927
0,0,7,0,60,29,33,0.08338095
3,4,3,3,61,29,33,0.09505971
0,0,0,0,62,29,33,0.07895011
0,0,0,0,63,29,33,0.0800539
0,0,0,8,64,29,33,0.07307166
1,1,1,1,54,30,33,0.047433365
1,1,1,12,55,30,33,0.036806807
1,1,1,1,56,30,33,0.047936838
0,0,7,0,57,30,33,0.08187835
0,0,0,0,58,30,33,0.0799017
0,0,7,7,59,30,33,0.085095495
3,4,3,3,60,30,33,0.09614996
3,4,3,3,61,30,33,0.09961123
0,0,0,0,62,30,33,0.07983612
0,0,0,0,63,30,33,0.077726655
0,0,0,8,64,30,33,0.07595584
1,1,1,1,55,31,33,0.046170678
1,5,4,10,56,31,33,0.057521112
3,4,7,7,57,31,33,0.090814844
3,4,3,3,58,31,33,0.09764694
3,4,3,3,59,31,33,0.093606636
3,3,3,11,60,31,33,0.10630037
3,4,3,3,61,31,33,0.09814794
0,0,7,0,62,31,33,0.08096428
0,0,0,8,63,31,33,0.072503604
0,0,0,0,64,31,33,0.078061655
1,5,4,10,54,32,33,0.05739659
0,5,4,4,55,32,33,0.066929996
0,0,0,8,56,32,33,0.07449921
3,4,7,7,57,32,33,0.08814046
3,4,3,3,58,32,33,0.09764994
3,4,3,3,59,32,33,0.095916666
3,3,6,11,60,32,33,0.10742502
3,4,3,3,61,32,33,0.093646415
0,0,7,0,62,32,33,0.08303847
0,5,0,8,63,32,33,0.07013283
0,0,7,7,64,32,33,0.083733544
1,5,4,10,54,33,33,0.060200874
0,5,0,8,55,33,33,0.07236193
0,0,0,0,56,33,33,0.07843638
0,0,7,7,57,33,33,0.08539372
3,4,7,7,58,33,33,0.08883134
3,4,3,3,59,33,33,0.09634343
3,4,7,3,61,33,33,0.09162056
0,0,7,7,62,33,33,0.08478053
0,0,0,0,63,33,33,0.0767792
3,4,3,3,64,33,33,0.098001465
1,1,4,1,54,34,33,0.053812433
1,5,4,4,55,34,33,0.06423121
0,0,0,8,56,34,33,0.073235266
3,4,7,7,57,34,33,0.08726229
0,0,0,0,58,34,33,0.079665795
3,4,7,7,59,34,33,0.088671006
3,4,7,7,62,34,33,0.08947069
3,4,7,7,63,34,33,0.09099636
1,1,1,1,54,35,33,0.052947365
1,5,4,4,55,35,33,0.06330812
0,0,0,0,56,35,33,0.079763986
3,4,3,3,57,35,33,0.09838031
0,0,0,0,58,35,33,0.07825059
3,4,3,11,63,35,33,0.10099245
1,1,1,1,54,36,33,0.05285838
3,4,3,3,56,36,33,0.097933106
3,3,6,11,57,36,33,0.11108305
0,0,0,0,58,36,33,0.078653984
3,4,7,7,59,36,33,0.08932043
0,5,0,8,58,37,33,0.071388334
0,0,0,0,54,25,34,0.07680468
0,0,7,7,54,26,34,0.084619015
0,0,7,0,63,26,34,0.0804467
0,0,0,0,54,27,34,0.076779306
0,0,0,8,55,27,34,0.07303695
0,0,0,8,61,27,34,0.07519952
0,5,0,8,62,27,34,0.07107469
0,0,0,8,63,27,34,0.07264941
0,0,0,8,64,27,34,0.075726494
0,5,4,4,54,28,34,0.06576223
1,5,4,10,55,28,34,0.062062014
3,4,3,3,56,28,34,0.09528046
3,4,3,3,57,28,34,0.09940235
0,0,7,0,58,28,34,0.081308715
0,5,0,8,59,28,34,0.07211121
0,0,0,8,60,28,34,0.073405296
0,0,0,0,61,28,34,0.079910524
0,0,0,8,62,28,34,0.07627522
0,0,0,8,63,28,34,0.076235846
0,5,0,8,64,28,34,0.07100687
0,0,7,0,65,28,34,0.08084892
0,0,7,0,53,29,34,0.082014285
1,5,4,4,54,29,34,0.063249566
1,5,4,10,55,29,34,0.062305637
0,0,7,0,56,29,34,0.08105444
3,4,7,7,57,29,34,0.08817335
0,5,4,4,58,29,34,0.06796961
0,5,4,4,59,29,34,0.064508796
3,4,7,7,60,29,34,0.08951779
3,4,3,3,61,29,34,0.099124104
0,0,0,0,62,29,34,0.07972174
0,0,0,8,63,29,34,0.07586334
0,5,0,8,64,29,34,0.071098484
0,0,0,0,65,29,34,0.08027471
0,0,0,0,53,30,34,0.07896115
1,5,4,10,54,30,34,0.061015718
1,5,4,10,55,30,34,0.056370515
1,5,4,10,56,30,34,0.059774037
3,4,3,3,57,30,34,0.092391185
3,4,7,7,58,30,34,0.088490136
3,4,3,3,59,30,34,0.092019685
3,4,3,11,60,30,34,0.10023508
3,4,3,11,61,30,34,0.10132686
0,0,0,8,62,30,34,0.07599424
0,5,0,4,63,30,34,0.06907889
0,5,0,8,64,30,34,0.07026578
0,0,7,0,65,30,34,0.081777304
0,0,0,8,53,31,34,0.07341245
1,5,4,10,54,31,34,0.057992145
1,5,4,10,55,31,34,0.062212907
0,0,7,0,56,31,34,0.082324125
3,4,3,11,57,31,34,0.10282407
3,4,3,3,58,31,34,0.09881306
3,4,3,3,59,31,34,0.0923696
3,4,3,11,61,31,34,0.10095292
0,0,0,8,62,31,34,0.07548669
1,5,4,10,63,31,34,0.0616924
0,5,0,4,64,31,34,0.06904666
1,1,4,10,52,32,34,0.054512672
0,0,0,8,53,32,34,0.07646311
1,5,4,10,54,32,34,0.061132222
0,5,0,8,55,32,34,0.07232452
3,4,7,3,56,32,34,0.09167801
3,4,3,3,57,32,34,0.095193975
3,4,3,3,58,32,34,0.095024794
3,4,7,7,59,32,34,0.08845239
3,4,3,11,60,32,34,0.10088313
3,4,3,3,61,32,34,0.095748454
0,0,0,8,62,32,34,0.0765312
1,5,4,10,63,32,34,0.06193188
0,0,0,8,64,32,34,0.07646787
0,5,0,8,53,33,34,0.07183583
1,5,4,10,54,33,34,0.059545297
0,5,4,4,55,33,34,0.0660189
0,0,0,0,56,33,34,0.07779373
0,0,7,7,57,33,34,0.08529129
0,0,7,0,58,33,34,0.08306769
3,4,3,11,60,33,34,0.10143602
3,4,3,3,61,33,34,0.093628846
0,0,7,0,62,33,34,0.080926515
0,0,0,8,63,33,34,0.074909024
3,4,3,3,64,33,34,0.096371055
1,5,4,4,53,34,34,0.06363903
1,1,1,1,54,34,34,0.05036257
1,5,4,4,55,34,34,0.06300058
0,5,4,4,56,34,34,0.06840621
0,0,7,7,57,34,34,0.086432226
0,0,0,8,58,34,34,0.074237004
0,0,7,7,59,34,34,0.08523911
3,4,3,11,60,34,34,0.10304904
3,4,3,3,61,34,34,0.09701524
3,4,7,7,63,34,34,0.08961477
3,3,6,6,64,34,34,0.114774115
1,5,4,10,53,35,34,0.060543295
1,1,1,1,54,35,34,0.0511722
0,5,4,4,55,35,34,0.06872654
0,0,0,0,56,35,34,0.07862743
3,3,6,11,57,35,34,0.10880985
0,0,0,0,58,35,34,0.07796147
0,0,7,7,59,35,34,0.08438197
3,4,3,11,60,35,34,0.10035361
1,1,1,1,54,36,34,0.05102897
0,0,0,0,55,36,34,0.08028067
3,4,3,3,56,36,34,0.09604163
3,3,6,6,57,36,34,0.13110802
0,0,7,0,58,36,34,0.081414565
0,0,7,7,59,36,34,0.08411961
0,5,0,8,58,37,34,0.07194327
0,5,0,8,59,37,34,0.07165596
0,0,0,0,54,26,35,0.07710332
0,4,7,7,62,26,35,0.08649307
3,4,3,3,53,27,35,0.09637329
0,0,0,8,54,27,35,0.075089
0,5,4,4,55,27,35,0.065312356
0,4,7,7,59,27,35,0.086547874
0,0,0,0,61,27,35,0.07950925
3,4,7,7,62,27,35,0.09050132
0,0,7,0,64,27,35,0.08236614
3,3,3,11,53,28,35,0.10530613
0,5,0,8,54,28,35,0.07088034
0,5,4,4,55,28,35,0.065134175
0,5,0,8,59,28,35,0.07052345
0,0,0,8,60,28,35,0.07520533
0,0,7,0,61,28,35,0.08297012
3,4,7,7,62,28,35,0.09089581
0,0,7,0,63,28,35,0.08253772
0,0,0,0,64,28,35,0.079314135
0,0,0,8,56,29,35,0.07475343
0,0,7,7,57,29,35,0.08441101
1,5,4,10,58,29,35,0.058468178
1,5,4,10,59,29,35,0.058919366
3,4,3,3,60,29,35,0.09201399
3,4,3,11,61,29,35,0.10162547
3,4,7,7,62,29,35,0.08786982
0,0,7,0,63,29,35,0.08083733
0,0,0,0,64,29,35,0.07942539
0,0,7,0,65,29,35,0.08227558
3,3,6,6,53,30,35,0.11577107
0,0,7,0,54,30,35,0.080710076
0,0,0,0,55,30,35,0.076961756
0,5,0,8,56,30,35,0.07124048
3,4,3,3,57,30,35,0.093706414
0,0,7,0,58,30,35,0.08067371
3,3,3,11,60,30,35,0.10565198
3,4,3,3,61,30,35,0.09919077
0,0,0,0,62,30,35,0.07942281
0,0,0,8,63,30,35,0.07403931
0,0,0,0,64,30,35,0.076997004
0,0,0,8,65,30,35,0.076447986
3,4,3,3,53,31,35,0.09933283
0,0,0,8,54,31,35,0.073233314
0,0,0,0,55,31,35,0.079419315
3,4,7,7,56,31,35,0.09056823
3,4,3,3,57,31,35,0.09582059
3,4,7,7,58,31,35,0.09038813
3,4,3,3,59,31,35,0.094906725
3,4,3,11,60,31,35,0.103644125
3,4,3,3,61,31,35,0.09381241
0,0,0,8,62,31,35,0.07579768
0,5,4,4,63,31,35,0.06703935
0,0,0,8,64,31,35,0.07279951
0,0,0,0,65,31,35,0.07929203
0,0,0,0,53,32,35,0.07977985
0,5,4,4,54,32,35,0.066620514
0,0,0,8,55,32,35,0.07381407
3,4,3,3,56,32,35,0.09449013
3,4,7,7,57,32,35,0.08975107
0,0,7,0,58,32,35,0.08071565
3,4,7,7,59,32,35,0.0872538
3,4,3,3,60,32,35,0.09831031
0,0,0,8,62,32,35,0.07572802
0,5,4,4,63,32,35,0.06609931
0,0,0,0,64,32,35,0.07709857
0,0,0,0,53,33,35,0.0772774
1,5,4,10,54,33,35,0.062456436
0,5,4,4,55,33,35,0.06760037
0,0,0,0,56,33,35,0.07889999
0,0,0,0,57,33,35,0.07964342
0,0,0,8,58,33,35,0.07616909
0,0,7,7,59,33,35,0.08486068
3,4,3,11,60,33,35,0.10203111
3,4,3,3,64,33,35,0.096621476
0,5,4,4,55,34,35,0.06800409
0,0,0,8,56,34,35,0.07257112
0,0,7,0,57,34,35,0.0820871
0,0,0,8,58,34,35,0.07501973
3,3,3,11,60,34,35,0.10660894
3,4,3,3,61,34,35,0.09413738
0,0,7,7,63,34,35,0.08546825
0,5,0,4,55,35,35,0.06968141
3,4,3,11,57,35,35,0.10319527
0,0,0,8,58,35,35,0.073347084
0,0,0,8,59,35,35,0.07557914
3,4,3,3,60,35,35,0.0945731
0,0,7,0,61,35,35,0.08204881
3,3,6,6,57,36,35,0.12112382
0,0,0,8,58,36,35,0.07346829
1,5,4,10,59,36,35,0.062157188
1,5,4,10,61,36,35,0.0564628
0,5,4,4,58,37,35,0.067775175
3,4,7,3,53,26,36,0.09137821
3,4,3,11,53,27,36,0.100812495
3,4,7,7,60,27,36,0.089158945
3,4,3,11,62,27,36,0.10049518
0,0,7,0,64,27,36,0.080597654
0,5,4,4,54,28,36,0.06691132
0,0,0,8,60,28,36,0.07331003
3,4,3,3,61,28,36,0.09297816
3,3,6,11,62,28,36,0.10858425
0,0,7,0,64,28,36,0.082915045
0,0,0,8,54,29,36,0.07610156
0,0,7,0,55,29,36,0.08154274
1,5,4,10,56,29,36,0.05621808
0,5,4,4,57,29,36,0.0664512
1,5,4,10,59,29,36,0.06114243
3,4,7,3,60,29,36,0.09151397
3,4,3,11,61,29,36,0.10279801
3,4,3,11,62,29,36,0.103427336
3,4,3,3,63,29,36,0.09715726
3,4,7,7,64,29,36,0.08951427
3,3,6,6,53,30,36,0.11496468
0,0,7,0,54,30,36,0.08305082
3,4,3,3,55,30,36,0.09274568
0,5,0,8,56,30,36,0.07182204
0,0,7,0,57,30,36,0.0815717
0,5,4,4,58,30,36,0.06695787
0,0,7,7,59,30,36,0.08530524
3,4,3,11,60,30,36,0.10398865
3,4,3,3,61,30,36,0.09919622
3,4,3,3,62,30,36,0.093330614
3,4,3,3,63,30,36,0.09271297
3,4,7,7,64,30,36,0.0891606
3,3,6,11,53,31,36,0.11113931
0,0,7,0,54,31,36,0.08205394
3,4,7,7,55,31,36,0.08986147
3,4,7,3,56,31,36,0.09146139
3,4,3,3,57,31,36,0.094091296
0,0,7,0,58,31,36,0.08247714
3,4,7,7,59,31,36,0.090064056
3,4,3,3,60,31,36,0.0971035
3,4,7,7,61,31,36,0.087905474
0,0,7,7,62,31,36,0.084600054
0,0,7,7,63,31,36,0.08384337
3,4,7,7,53,32,36,0.0893362
0,5,0,8,54,32,36,0.07054418
0,0,0,8,55,32,36,0.07418487
3,4,7,7,56,32,36,0.08866209
3,4,7,7,57,32,36,0.08931204
0,0,0,0,58,32,36,0.080189385
0,0,7,7,59,32,36,0.08584336
0,0,0,0,62,32,36,0.07995335
0,0,0,8,63,32,36,0.07559136
0,0,7,7,64,32,36,0.08389793
0,0,7,7,53,33,36,0.085842066
0,0,0,8,54,33,36,0.07291453
